country,iso2,iso3,iso_numeric,year,measure,unit,age_group,sex,risk_factor,best,lo,hi
Chad,TD,TCD,148,2018,inc,num,55-64,m,all,1200,0.0,2900.0
Chad,TD,TCD,148,2018,inc,num,65plus,f,all,630,0.0,1500.0
Chad,TD,TCD,148,2018,inc,num,65plus,m,all,990,0.0,2300.0
Chad,TD,TCD,148,2018,inc,num,all,a,all,22000,13000.0,31000.0
Chad,TD,TCD,148,2018,inc,num,all,a,hiv,3700,1700.0,6500.0
Chad,TD,TCD,148,2018,inc,num,all,a,und,10000,6700.0,15000.0
Chad,TD,TCD,148,2018,inc,num,all,f,all,8400,3900.0,13000.0
Chad,TD,TCD,148,2018,inc,num,all,m,all,14000,6300.0,21000.0
Chile,CL,CHL,152,2018,inc,num,0-14,a,all,88,74.0,100.0
Chile,CL,CHL,152,2018,inc,num,0-14,f,all,40,32.0,49.0
Chile,CL,CHL,152,2018,inc,num,0-14,m,all,47,37.0,57.0
Chile,CL,CHL,152,2018,inc,num,0-4,f,all,23,12.0,35.0
Chile,CL,CHL,152,2018,inc,num,0-4,m,all,22,11.0,33.0
Chile,CL,CHL,152,2018,inc,num,15-24,f,all,140,71.0,210.0
Chile,CL,CHL,152,2018,inc,num,15-24,m,all,230,110.0,340.0
Chile,CL,CHL,152,2018,inc,num,15plus,a,all,3300,2800.0,3800.0
Chile,CL,CHL,152,2018,inc,num,15plus,a,alc,450,62.0,1200.0
Chile,CL,CHL,152,2018,inc,num,15plus,a,dia,160,45.0,340.0
Chile,CL,CHL,152,2018,inc,num,15plus,a,smk,580,74.0,1600.0
Chile,CL,CHL,152,2018,inc,num,15plus,f,alc,48,16.0,97.0
Chile,CL,CHL,152,2018,inc,num,15plus,f,dia,55,25.0,97.0
Chile,CL,CHL,152,2018,inc,num,15plus,f,smk,180,54.0,390.0
Chile,CL,CHL,152,2018,inc,num,15plus,f,all,1200,920.0,1400.0
Chile,CL,CHL,152,2018,inc,num,15plus,m,all,2100,1700.0,2600.0
Chile,CL,CHL,152,2018,inc,num,15plus,m,alc,410,170.0,750.0
Chile,CL,CHL,152,2018,inc,num,15plus,m,dia,100,48.0,180.0
Chile,CL,CHL,152,2018,inc,num,15plus,m,smk,400,130.0,820.0
Chile,CL,CHL,152,2018,inc,num,25-34,f,all,250,130.0,380.0
Chile,CL,CHL,152,2018,inc,num,25-34,m,all,420,210.0,630.0
Chile,CL,CHL,152,2018,inc,num,35-44,f,all,170,85.0,260.0
Chile,CL,CHL,152,2018,inc,num,35-44,m,all,390,200.0,590.0
Chile,CL,CHL,152,2018,inc,num,45-54,f,all,140,70.0,210.0
Chile,CL,CHL,152,2018,inc,num,45-54,m,all,360,180.0,540.0
Chile,CL,CHL,152,2018,inc,num,5-14,f,all,17,9.0,26.0
Chile,CL,CHL,152,2018,inc,num,5-14,m,all,25,13.0,38.0
Chile,CL,CHL,152,2018,inc,num,55-64,f,all,170,83.0,250.0
Chile,CL,CHL,152,2018,inc,num,55-64,m,all,340,170.0,510.0
Chile,CL,CHL,152,2018,inc,num,65plus,f,all,290,140.0,430.0
Chile,CL,CHL,152,2018,inc,num,65plus,m,all,400,200.0,600.0
Chile,CL,CHL,152,2018,inc,num,all,a,all,3400,2900.0,3900.0
Chile,CL,CHL,152,2018,inc,num,all,a,hiv,340,250.0,460.0
Chile,CL,CHL,152,2018,inc,num,all,a,und,230,190.0,270.0
Chile,CL,CHL,152,2018,inc,num,all,f,all,1200,960.0,1400.0
Chile,CL,CHL,152,2018,inc,num,all,m,all,2200,1700.0,2600.0
China,CN,CHN,156,2018,inc,num,0-14,a,all,36000,30000.0,41000.0
China,CN,CHN,156,2018,inc,num,0-14,f,all,17000,14000.0,21000.0
China,CN,CHN,156,2018,inc,num,0-14,m,all,19000,15000.0,23000.0
China,CN,CHN,156,2018,inc,num,0-4,f,all,8100,4100.0,12000.0
China,CN,CHN,156,2018,inc,num,0-4,m,all,9700,4900.0,15000.0
China,CN,CHN,156,2018,inc,num,15-24,f,all,41000,21000.0,61000.0
China,CN,CHN,156,2018,inc,num,15-24,m,all,73000,37000.0,110000.0
China,CN,CHN,156,2018,inc,num,15plus,a,all,831000,699000.0,962000.0
China,CN,CHN,156,2018,inc,num,15plus,a,alc,93000,11000.0,264000.0
China,CN,CHN,156,2018,inc,num,15plus,a,dia,39000,12000.0,83000.0
China,CN,CHN,156,2018,inc,num,15plus,a,smk,123000,8400.0,387000.0
China,CN,CHN,156,2018,inc,num,15plus,f,alc,1200,420.0,2400.0
China,CN,CHN,156,2018,inc,num,15plus,f,dia,12000,5900.0,21000.0
China,CN,CHN,156,2018,inc,num,15plus,f,all,260000,205000.0,315000.0
China,CN,CHN,156,2018,inc,num,15plus,f,smk,2800,720.0,6200.0
China,CN,CHN,156,2018,inc,num,15plus,m,alc,92000,37000.0,171000.0
China,CN,CHN,156,2018,inc,num,15plus,m,dia,27000,13000.0,46000.0
China,CN,CHN,156,2018,inc,num,15plus,m,smk,120000,41000.0,242000.0
China,CN,CHN,156,2018,inc,num,15plus,m,all,571000,451000.0,690000.0
China,CN,CHN,156,2018,inc,num,25-34,f,all,43000,22000.0,64000.0
China,CN,CHN,156,2018,inc,num,25-34,m,all,74000,37000.0,111000.0
China,CN,CHN,156,2018,inc,num,35-44,f,all,30000,15000.0,45000.0
China,CN,CHN,156,2018,inc,num,35-44,m,all,63000,32000.0,94000.0
China,CN,CHN,156,2018,inc,num,45-54,f,all,41000,21000.0,61000.0
China,CN,CHN,156,2018,inc,num,45-54,m,all,108000,55000.0,162000.0
China,CN,CHN,156,2018,inc,num,5-14,f,all,9000,4600.0,14000.0
China,CN,CHN,156,2018,inc,num,5-14,m,all,8900,4500.0,13000.0
China,CN,CHN,156,2018,inc,num,55-64,f,all,41000,21000.0,62000.0
China,CN,CHN,156,2018,inc,num,55-64,m,all,108000,55000.0,161000.0
China,CN,CHN,156,2018,inc,num,65plus,f,all,64000,32000.0,96000.0
China,CN,CHN,156,2018,inc,num,65plus,m,all,144000,73000.0,215000.0
China,CN,CHN,156,2018,inc,num,all,a,all,866000,735000.0,998000.0
China,CN,CHN,156,2018,inc,num,all,a,hiv,17000,8600.0,29000.0
China,CN,CHN,156,2018,inc,num,all,a,und,139000,118000.0,162000.0
China,CN,CHN,156,2018,inc,num,all,f,all,277000,221000.0,333000.0
China,CN,CHN,156,2018,inc,num,all,m,all,589000,470000.0,708000.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,0-14,a,all,25,21.0,29.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,0-14,f,all,12,9.0,14.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,0-14,m,all,14,11.0,17.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,0-4,f,all,2,1.0,3.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,0-4,m,all,5,3.0,6.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,15-24,f,all,130,79.0,170.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,15-24,m,all,140,87.0,190.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,15plus,a,all,4900,4200.0,5600.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,15plus,f,all,1800,1400.0,2200.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,15plus,m,all,3100,2500.0,3800.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,25-34,f,all,310,190.0,420.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,25-34,m,all,170,110.0,230.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,35-44,f,all,300,190.0,420.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,35-44,m,all,200,130.0,280.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,45-54,f,all,230,140.0,310.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,45-54,m,all,320,200.0,440.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,5-14,f,all,9,6.0,13.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,5-14,m,all,9,6.0,13.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,55-64,f,all,280,180.0,390.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,55-64,m,all,670,420.0,920.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,65plus,f,all,550,340.0,760.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,65plus,m,all,1600,1000.0,2200.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,all,a,all,4900,4200.0,5700.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,all,a,und,260,220.0,300.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,all,f,all,1800,1400.0,2200.0
"China, Hong Kong SAR",HK,HKG,344,2018,inc,num,all,m,all,3100,2500.0,3800.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,0-14,a,all,2,2.0,3.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,0-14,f,all,2,2.0,3.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,0-14,m,all,0,0.0,0.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,0-4,f,all,0,0.0,0.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,0-4,m,all,0,0.0,0.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,15-24,f,all,13,7.0,18.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,15-24,m,all,12,7.0,16.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,15plus,a,all,370,320.0,430.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,15plus,f,all,130,100.0,150.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,15plus,m,all,250,200.0,300.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,25-34,f,all,33,20.0,47.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,25-34,m,all,28,16.0,39.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,35-44,f,all,21,12.0,29.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,35-44,m,all,17,10.0,24.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,45-54,f,all,22,13.0,31.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,45-54,m,all,24,14.0,34.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,5-14,f,all,2,1.0,3.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,5-14,m,all,0,0.0,0.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,55-64,f,all,18,11.0,26.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,55-64,m,all,86,50.0,120.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,65plus,f,all,21,12.0,29.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,65plus,m,all,79,46.0,110.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,all,a,all,380,320.0,430.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,all,a,und,75,64.0,87.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,all,f,all,130,100.0,160.0
"China, Macao SAR",MO,MAC,446,2018,inc,num,all,m,all,250,200.0,300.0
Colombia,CO,COL,170,2018,inc,num,0-14,a,all,800,590.0,1000.0
Colombia,CO,COL,170,2018,inc,num,0-14,f,all,380,250.0,520.0
Colombia,CO,COL,170,2018,inc,num,0-14,m,all,420,270.0,560.0
Colombia,CO,COL,170,2018,inc,num,0-4,f,all,170,25.0,320.0
Colombia,CO,COL,170,2018,inc,num,0-4,m,all,210,30.0,390.0
Colombia,CO,COL,170,2018,inc,num,15-24,f,all,900,130.0,1700.0
Colombia,CO,COL,170,2018,inc,num,15-24,m,all,1500,210.0,2700.0
Colombia,CO,COL,170,2018,inc,num,15plus,a,all,15000,11000.0,20000.0
Colombia,CO,COL,170,2018,inc,num,15plus,a,alc,2400,230.0,6900.0
Colombia,CO,COL,170,2018,inc,num,15plus,a,dia,620,120.0,1500.0
Colombia,CO,COL,170,2018,inc,num,15plus,a,smk,850,22.0,3100.0
Colombia,CO,COL,170,2018,inc,num,15plus,f,alc,440,140.0,930.0
Colombia,CO,COL,170,2018,inc,num,15plus,f,dia,220,86.0,410.0
Colombia,CO,COL,170,2018,inc,num,15plus,f,all,5500,3600.0,7500.0
Colombia,CO,COL,170,2018,inc,num,15plus,f,smk,140,30.0,340.0
Colombia,CO,COL,170,2018,inc,num,15plus,m,alc,1900,630.0,3900.0
Colombia,CO,COL,170,2018,inc,num,15plus,m,dia,400,150.0,760.0
Colombia,CO,COL,170,2018,inc,num,15plus,m,smk,700,150.0,1700.0
Colombia,CO,COL,170,2018,inc,num,15plus,m,all,10000,6400.0,14000.0
Colombia,CO,COL,170,2018,inc,num,25-34,f,all,1000,150.0,1900.0
Colombia,CO,COL,170,2018,inc,num,25-34,m,all,2200,320.0,4100.0
Colombia,CO,COL,170,2018,inc,num,35-44,f,all,860,120.0,1600.0
Colombia,CO,COL,170,2018,inc,num,35-44,m,all,1400,210.0,2700.0
Colombia,CO,COL,170,2018,inc,num,45-54,f,all,790,110.0,1500.0
Colombia,CO,COL,170,2018,inc,num,45-54,m,all,1300,190.0,2500.0
Colombia,CO,COL,170,2018,inc,num,5-14,f,all,210,30.0,390.0
Colombia,CO,COL,170,2018,inc,num,5-14,m,all,210,30.0,380.0
Colombia,CO,COL,170,2018,inc,num,55-64,f,all,740,110.0,1400.0
Colombia,CO,COL,170,2018,inc,num,55-64,m,all,1500,220.0,2800.0
Colombia,CO,COL,170,2018,inc,num,65plus,f,all,1200,170.0,2200.0
Colombia,CO,COL,170,2018,inc,num,65plus,m,all,2000,290.0,3700.0
Colombia,CO,COL,170,2018,inc,num,all,a,all,16000,12000.0,20000.0
Colombia,CO,COL,170,2018,inc,num,all,a,hiv,2100,1200.0,3100.0
Colombia,CO,COL,170,2018,inc,num,all,a,und,2000,1600.0,2600.0
Colombia,CO,COL,170,2018,inc,num,all,f,all,5900,3900.0,7900.0
Colombia,CO,COL,170,2018,inc,num,all,m,all,10000,6800.0,14000.0
Comoros,KM,COM,174,2018,inc,num,0-14,a,all,18,11.0,26.0
Comoros,KM,COM,174,2018,inc,num,0-14,f,all,9,4.0,14.0
Comoros,KM,COM,174,2018,inc,num,0-14,m,all,9,4.0,14.0
Comoros,KM,COM,174,2018,inc,num,0-4,f,all,2,0.0,5.0
Comoros,KM,COM,174,2018,inc,num,0-4,m,all,0,0.0,0.0
Comoros,KM,COM,174,2018,inc,num,15-24,f,all,14,0.0,31.0
Comoros,KM,COM,174,2018,inc,num,15-24,m,all,38,0.0,89.0
Comoros,KM,COM,174,2018,inc,num,15plus,a,all,270,160.0,380.0
Comoros,KM,COM,174,2018,inc,num,15plus,a,alc,5,0.0,28.0
Comoros,KM,COM,174,2018,inc,num,15plus,a,dia,10,0.0,35.0
Comoros,KM,COM,174,2018,inc,num,15plus,a,smk,23,0.0,120.0
Comoros,KM,COM,174,2018,inc,num,15plus,f,dia,3,0.0,9.0
Comoros,KM,COM,174,2018,inc,num,15plus,f,smk,2,0.0,7.0
Comoros,KM,COM,174,2018,inc,num,15plus,f,all,93,41.0,140.0
Comoros,KM,COM,174,2018,inc,num,15plus,m,all,180,78.0,280.0
Comoros,KM,COM,174,2018,inc,num,15plus,m,alc,5,0.0,16.0
Comoros,KM,COM,174,2018,inc,num,15plus,m,dia,6,1.0,17.0
Comoros,KM,COM,174,2018,inc,num,15plus,m,smk,20,1.0,63.0
Comoros,KM,COM,174,2018,inc,num,25-34,f,all,25,0.0,57.0
Comoros,KM,COM,174,2018,inc,num,25-34,m,all,43,0.0,99.0
Comoros,KM,COM,174,2018,inc,num,35-44,f,all,14,0.0,31.0
Comoros,KM,COM,174,2018,inc,num,35-44,m,all,27,0.0,63.0
Comoros,KM,COM,174,2018,inc,num,45-54,f,all,16,0.0,37.0
Comoros,KM,COM,174,2018,inc,num,45-54,m,all,23,0.0,52.0
Comoros,KM,COM,174,2018,inc,num,5-14,f,all,7,0.0,16.0
Comoros,KM,COM,174,2018,inc,num,5-14,m,all,9,0.0,21.0
Comoros,KM,COM,174,2018,inc,num,55-64,f,all,9,0.0,21.0
Comoros,KM,COM,174,2018,inc,num,55-64,m,all,20,0.0,47.0
Comoros,KM,COM,174,2018,inc,num,65plus,f,all,16,0.0,37.0
Comoros,KM,COM,174,2018,inc,num,65plus,m,all,27,0.0,63.0
Comoros,KM,COM,174,2018,inc,num,all,a,all,290,180.0,400.0
Comoros,KM,COM,174,2018,inc,num,all,a,hiv,1,0.0,3.0
Comoros,KM,COM,174,2018,inc,num,all,f,all,100,48.0,160.0
Comoros,KM,COM,174,2018,inc,num,all,m,all,190,88.0,290.0
Congo,CG,COG,178,2018,inc,num,0-14,a,all,2300,1300.0,3400.0
Congo,CG,COG,178,2018,inc,num,0-14,f,all,1100,410.0,1800.0
Congo,CG,COG,178,2018,inc,num,0-14,m,all,1200,440.0,2000.0
Congo,CG,COG,178,2018,inc,num,0-4,f,all,530,0.0,1300.0
Congo,CG,COG,178,2018,inc,num,0-4,m,all,630,0.0,1500.0
Congo,CG,COG,178,2018,inc,num,15-24,f,all,1300,0.0,3300.0
Congo,CG,COG,178,2018,inc,num,15-24,m,all,1800,0.0,4400.0
Congo,CG,COG,178,2018,inc,num,15plus,a,all,17000,9400.0,25000.0
Congo,CG,COG,178,2018,inc,num,15plus,a,alc,910,0.0,4700.0
Congo,CG,COG,178,2018,inc,num,15plus,a,dia,640,14.0,2400.0
Congo,CG,COG,178,2018,inc,num,15plus,a,smk,2400,0.0,13000.0
Congo,CG,COG,178,2018,inc,num,15plus,f,alc,80,5.0,250.0
Congo,CG,COG,178,2018,inc,num,15plus,f,dia,260,32.0,710.0
Congo,CG,COG,178,2018,inc,num,15plus,f,smk,66,2.0,230.0
Congo,CG,COG,178,2018,inc,num,15plus,f,all,7000,2600.0,11000.0
Congo,CG,COG,178,2018,inc,num,15plus,m,all,10000,3800.0,17000.0
Congo,CG,COG,178,2018,inc,num,15plus,m,alc,830,66.0,2500.0
Congo,CG,COG,178,2018,inc,num,15plus,m,dia,380,46.0,1100.0
Congo,CG,COG,178,2018,inc,num,15plus,m,smk,2300,160.0,7200.0
Congo,CG,COG,178,2018,inc,num,25-34,f,all,1500,0.0,3600.0
Congo,CG,COG,178,2018,inc,num,25-34,m,all,2400,0.0,5800.0
Congo,CG,COG,178,2018,inc,num,35-44,f,all,1600,0.0,4000.0
Congo,CG,COG,178,2018,inc,num,35-44,m,all,2600,0.0,6400.0
Congo,CG,COG,178,2018,inc,num,45-54,f,all,1100,0.0,2700.0
Congo,CG,COG,178,2018,inc,num,45-54,m,all,1700,0.0,4200.0
Congo,CG,COG,178,2018,inc,num,5-14,f,all,580,0.0,1400.0
Congo,CG,COG,178,2018,inc,num,5-14,m,all,570,0.0,1400.0
Congo,CG,COG,178,2018,inc,num,55-64,f,all,780,0.0,1900.0
Congo,CG,COG,178,2018,inc,num,55-64,m,all,1100,0.0,2700.0
Congo,CG,COG,178,2018,inc,num,65plus,f,all,670,0.0,1600.0
Congo,CG,COG,178,2018,inc,num,65plus,m,all,780,0.0,1900.0
Congo,CG,COG,178,2018,inc,num,all,a,all,20000,12000.0,28000.0
Congo,CG,COG,178,2018,inc,num,all,a,hiv,5500,2200.0,10000.0
Congo,CG,COG,178,2018,inc,num,all,a,und,8900,5600.0,13000.0
Congo,CG,COG,178,2018,inc,num,all,f,all,8100,3500.0,13000.0
Congo,CG,COG,178,2018,inc,num,all,m,all,12000,5000.0,18000.0
Cook Islands,CK,COK,184,2018,inc,num,0-14,a,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,0-14,f,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,0-14,m,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,0-4,f,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,0-4,m,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,15-24,f,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,15-24,m,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,15plus,a,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,15plus,f,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,15plus,m,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,25-34,f,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,25-34,m,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,35-44,f,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,35-44,m,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,45-54,f,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,45-54,m,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,5-14,f,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,5-14,m,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,55-64,f,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,55-64,m,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,65plus,f,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,65plus,m,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,all,a,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,all,f,all,0,0.0,0.0
Cook Islands,CK,COK,184,2018,inc,num,all,m,all,0,0.0,0.0
Costa Rica,CR,CRI,188,2018,inc,num,0-14,a,all,16,12.0,20.0
Costa Rica,CR,CRI,188,2018,inc,num,0-14,f,all,6,4.0,8.0
Costa Rica,CR,CRI,188,2018,inc,num,0-14,m,all,10,7.0,14.0
Costa Rica,CR,CRI,188,2018,inc,num,0-4,f,all,4,1.0,7.0
Costa Rica,CR,CRI,188,2018,inc,num,0-4,m,all,1,0.0,2.0
Costa Rica,CR,CRI,188,2018,inc,num,15-24,f,all,14,2.0,25.0
Costa Rica,CR,CRI,188,2018,inc,num,15-24,m,all,38,6.0,69.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,a,all,480,360.0,610.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,a,alc,71,7.0,210.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,a,dia,19,3.0,48.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,a,smk,33,1.0,120.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,f,alc,11,2.0,25.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,f,dia,6,2.0,13.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,f,all,170,110.0,220.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,f,smk,5,1.0,13.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,m,alc,59,20.0,120.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,m,dia,13,5.0,24.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,m,smk,27,6.0,64.0
Costa Rica,CR,CRI,188,2018,inc,num,15plus,m,all,320,210.0,430.0
Costa Rica,CR,CRI,188,2018,inc,num,25-34,f,all,30,5.0,55.0
Costa Rica,CR,CRI,188,2018,inc,num,25-34,m,all,69,12.0,130.0
Costa Rica,CR,CRI,188,2018,inc,num,35-44,f,all,25,4.0,46.0
Costa Rica,CR,CRI,188,2018,inc,num,35-44,m,all,51,9.0,94.0
Costa Rica,CR,CRI,188,2018,inc,num,45-54,f,all,21,4.0,39.0
Costa Rica,CR,CRI,188,2018,inc,num,45-54,m,all,48,8.0,87.0
Costa Rica,CR,CRI,188,2018,inc,num,5-14,f,all,3,0.0,5.0
Costa Rica,CR,CRI,188,2018,inc,num,5-14,m,all,9,1.0,16.0
Costa Rica,CR,CRI,188,2018,inc,num,55-64,f,all,33,6.0,60.0
Costa Rica,CR,CRI,188,2018,inc,num,55-64,m,all,58,10.0,110.0
Costa Rica,CR,CRI,188,2018,inc,num,65plus,f,all,44,7.0,80.0
Costa Rica,CR,CRI,188,2018,inc,num,65plus,m,all,55,9.0,100.0
Costa Rica,CR,CRI,188,2018,inc,num,all,a,all,500,380.0,630.0
Costa Rica,CR,CRI,188,2018,inc,num,all,a,hiv,53,29.0,83.0
Costa Rica,CR,CRI,188,2018,inc,num,all,a,und,44,33.0,56.0
Costa Rica,CR,CRI,188,2018,inc,num,all,f,all,170,110.0,230.0
Costa Rica,CR,CRI,188,2018,inc,num,all,m,all,330,220.0,440.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,0-14,a,all,3400,1900.0,4900.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,0-14,f,all,1700,660.0,2600.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,0-14,m,all,1800,720.0,2900.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,0-4,f,all,760,0.0,1800.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,0-4,m,all,910,0.0,2200.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,15-24,f,all,2700,0.0,6400.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,15-24,m,all,3800,0.0,8900.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,15plus,a,all,32000,18000.0,46000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,15plus,a,alc,6300,47.0,27000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,15plus,a,dia,1100,32.0,4100.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,15plus,f,alc,1100,98.0,3100.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,15plus,f,dia,430,59.0,1200.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,15plus,f,all,12000,4900.0,20000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,15plus,m,all,20000,8000.0,32000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,15plus,m,alc,5200,660.0,14000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,15plus,m,dia,700,96.0,1900.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,25-34,f,all,2900,0.0,7000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,25-34,m,all,4800,0.0,11000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,35-44,f,all,2700,0.0,6300.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,35-44,m,all,4500,0.0,11000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,45-54,f,all,1700,0.0,4000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,45-54,m,all,2900,0.0,7000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,5-14,f,all,890,0.0,2100.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,5-14,m,all,880,0.0,2100.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,55-64,f,all,1300,0.0,3100.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,55-64,m,all,2300,0.0,5400.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,65plus,f,all,1000,0.0,2400.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,65plus,m,all,1600,0.0,3900.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,all,a,all,36000,22000.0,50000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,all,a,hiv,6700,2900.0,12000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,all,a,und,11000,7200.0,16000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,all,f,all,14000,6300.0,22000.0
Côte d'Ivoire,CI,CIV,384,2018,inc,num,all,m,all,22000,9900.0,34000.0
