country,iso2,iso3,iso_numeric,year,measure,unit,age_group,sex,risk_factor,best,lo,hi
Afghanistan,AF,AFG,4,2018,inc,num,0-14,a,all,14000,7400.0,21000.0
Afghanistan,AF,AFG,4,2018,inc,num,0-14,f,all,6800,2200.0,11000.0
Afghanistan,AF,AFG,4,2018,inc,num,0-14,m,all,7300,2400.0,12000.0
Afghanistan,AF,AFG,4,2018,inc,num,0-4,f,all,2700,0.0,6700.0
Afghanistan,AF,AFG,4,2018,inc,num,0-4,m,all,3200,0.0,8100.0
Afghanistan,AF,AFG,4,2018,inc,num,15-24,f,all,7400,0.0,18000.0
Afghanistan,AF,AFG,4,2018,inc,num,15-24,m,all,5900,0.0,15000.0
Afghanistan,AF,AFG,4,2018,inc,num,15plus,a,all,56000,30000.0,83000.0
Afghanistan,AF,AFG,4,2018,inc,num,15plus,a,alc,440,0.0,2200.0
Afghanistan,AF,AFG,4,2018,inc,num,15plus,a,dia,3100,56.0,12000.0
Afghanistan,AF,AFG,4,2018,inc,num,15plus,f,alc,67,3.0,220.0
Afghanistan,AF,AFG,4,2018,inc,num,15plus,f,dia,1600,170.0,4600.0
Afghanistan,AF,AFG,4,2018,inc,num,15plus,f,all,29000,9600.0,49000.0
Afghanistan,AF,AFG,4,2018,inc,num,15plus,m,all,27000,8900.0,45000.0
Afghanistan,AF,AFG,4,2018,inc,num,15plus,m,alc,370,21.0,1200.0
Afghanistan,AF,AFG,4,2018,inc,num,15plus,m,dia,1500,150.0,4300.0
Afghanistan,AF,AFG,4,2018,inc,num,25-34,f,all,6000,0.0,15000.0
Afghanistan,AF,AFG,4,2018,inc,num,25-34,m,all,5200,0.0,13000.0
Afghanistan,AF,AFG,4,2018,inc,num,35-44,f,all,5000,0.0,12000.0
Afghanistan,AF,AFG,4,2018,inc,num,35-44,m,all,4900,0.0,12000.0
Afghanistan,AF,AFG,4,2018,inc,num,45-54,f,all,4000,0.0,10000.0
Afghanistan,AF,AFG,4,2018,inc,num,45-54,m,all,3700,0.0,9200.0
Afghanistan,AF,AFG,4,2018,inc,num,5-14,f,all,4100,0.0,10000.0
Afghanistan,AF,AFG,4,2018,inc,num,5-14,m,all,4000,0.0,10000.0
Afghanistan,AF,AFG,4,2018,inc,num,55-64,f,all,3700,0.0,9400.0
Afghanistan,AF,AFG,4,2018,inc,num,55-64,m,all,3300,0.0,8200.0
Afghanistan,AF,AFG,4,2018,inc,num,65plus,f,all,3000,0.0,7400.0
Afghanistan,AF,AFG,4,2018,inc,num,65plus,m,all,4100,0.0,10000.0
Afghanistan,AF,AFG,4,2018,inc,num,all,a,all,70000,43000.0,98000.0
Afghanistan,AF,AFG,4,2018,inc,num,all,a,hiv,340,62.0,860.0
Afghanistan,AF,AFG,4,2018,inc,num,all,a,und,28000,18000.0,40000.0
Afghanistan,AF,AFG,4,2018,inc,num,all,f,all,36000,16000.0,56000.0
Afghanistan,AF,AFG,4,2018,inc,num,all,m,all,34000,15000.0,53000.0
Albania,AL,ALB,8,2018,inc,num,0-14,a,all,5,4.0,5.0
Albania,AL,ALB,8,2018,inc,num,0-14,f,all,0,0.0,0.0
Albania,AL,ALB,8,2018,inc,num,0-14,m,all,5,4.0,5.0
Albania,AL,ALB,8,2018,inc,num,0-4,f,all,0,0.0,0.0
Albania,AL,ALB,8,2018,inc,num,0-4,m,all,1,1.0,2.0
Albania,AL,ALB,8,2018,inc,num,15-24,f,all,24,13.0,35.0
Albania,AL,ALB,8,2018,inc,num,15-24,m,all,69,38.0,100.0
Albania,AL,ALB,8,2018,inc,num,15plus,a,all,500,430.0,580.0
Albania,AL,ALB,8,2018,inc,num,15plus,a,alc,74,11.0,190.0
Albania,AL,ALB,8,2018,inc,num,15plus,a,dia,18,5.0,39.0
Albania,AL,ALB,8,2018,inc,num,15plus,a,smk,86,7.0,260.0
Albania,AL,ALB,8,2018,inc,num,15plus,f,alc,5,2.0,11.0
Albania,AL,ALB,8,2018,inc,num,15plus,f,dia,4,2.0,8.0
Albania,AL,ALB,8,2018,inc,num,15plus,f,smk,4,1.0,10.0
Albania,AL,ALB,8,2018,inc,num,15plus,f,all,130,110.0,160.0
Albania,AL,ALB,8,2018,inc,num,15plus,m,all,370,300.0,440.0
Albania,AL,ALB,8,2018,inc,num,15plus,m,alc,68,28.0,120.0
Albania,AL,ALB,8,2018,inc,num,15plus,m,dia,13,6.0,23.0
Albania,AL,ALB,8,2018,inc,num,15plus,m,smk,81,28.0,160.0
Albania,AL,ALB,8,2018,inc,num,25-34,f,all,21,11.0,30.0
Albania,AL,ALB,8,2018,inc,num,25-34,m,all,75,41.0,110.0
Albania,AL,ALB,8,2018,inc,num,35-44,f,all,12,6.0,17.0
Albania,AL,ALB,8,2018,inc,num,35-44,m,all,31,17.0,45.0
Albania,AL,ALB,8,2018,inc,num,45-54,f,all,17,9.0,25.0
Albania,AL,ALB,8,2018,inc,num,45-54,m,all,49,27.0,72.0
Albania,AL,ALB,8,2018,inc,num,5-14,f,all,0,0.0,0.0
Albania,AL,ALB,8,2018,inc,num,5-14,m,all,3,2.0,5.0
Albania,AL,ALB,8,2018,inc,num,55-64,f,all,22,12.0,32.0
Albania,AL,ALB,8,2018,inc,num,55-64,m,all,49,27.0,72.0
Albania,AL,ALB,8,2018,inc,num,65plus,f,all,38,21.0,55.0
Albania,AL,ALB,8,2018,inc,num,65plus,m,all,94,52.0,140.0
Albania,AL,ALB,8,2018,inc,num,all,a,all,510,430.0,580.0
Albania,AL,ALB,8,2018,inc,num,all,a,hiv,7,4.0,12.0
Albania,AL,ALB,8,2018,inc,num,all,a,und,54,46.0,63.0
Albania,AL,ALB,8,2018,inc,num,all,f,all,130,110.0,160.0
Albania,AL,ALB,8,2018,inc,num,all,m,all,370,300.0,440.0
Algeria,DZ,DZA,12,2018,inc,num,0-14,a,all,2200,1600.0,2800.0
Algeria,DZ,DZA,12,2018,inc,num,0-14,f,all,1000,650.0,1400.0
Algeria,DZ,DZA,12,2018,inc,num,0-14,m,all,1100,720.0,1600.0
Algeria,DZ,DZA,12,2018,inc,num,0-4,f,all,560,92.0,1000.0
Algeria,DZ,DZA,12,2018,inc,num,0-4,m,all,670,110.0,1200.0
Algeria,DZ,DZA,12,2018,inc,num,15-24,f,all,3100,510.0,5700.0
Algeria,DZ,DZA,12,2018,inc,num,15-24,m,all,4100,670.0,7500.0
Algeria,DZ,DZA,12,2018,inc,num,15plus,a,all,27000,20000.0,34000.0
Algeria,DZ,DZA,12,2018,inc,num,15plus,a,alc,540,7.0,2200.0
Algeria,DZ,DZA,12,2018,inc,num,15plus,a,dia,1600,270.0,4000.0
Algeria,DZ,DZA,12,2018,inc,num,15plus,a,smk,2400,20.0,10000.0
Algeria,DZ,DZA,12,2018,inc,num,15plus,f,dia,640,220.0,1300.0
Algeria,DZ,DZA,12,2018,inc,num,15plus,f,smk,43,6.0,110.0
Algeria,DZ,DZA,12,2018,inc,num,15plus,f,all,11000,6900.0,15000.0
Algeria,DZ,DZA,12,2018,inc,num,15plus,m,all,16000,10000.0,22000.0
Algeria,DZ,DZA,12,2018,inc,num,15plus,m,alc,540,120.0,1300.0
Algeria,DZ,DZA,12,2018,inc,num,15plus,m,dia,930,310.0,1900.0
Algeria,DZ,DZA,12,2018,inc,num,15plus,m,smk,2300,450.0,5700.0
Algeria,DZ,DZA,12,2018,inc,num,25-34,f,all,2500,410.0,4700.0
Algeria,DZ,DZA,12,2018,inc,num,25-34,m,all,4200,680.0,7700.0
Algeria,DZ,DZA,12,2018,inc,num,35-44,f,all,1600,270.0,3000.0
Algeria,DZ,DZA,12,2018,inc,num,35-44,m,all,3000,480.0,5500.0
Algeria,DZ,DZA,12,2018,inc,num,45-54,f,all,1000,160.0,1800.0
Algeria,DZ,DZA,12,2018,inc,num,45-54,m,all,2000,320.0,3700.0
Algeria,DZ,DZA,12,2018,inc,num,5-14,f,all,480,79.0,890.0
Algeria,DZ,DZA,12,2018,inc,num,5-14,m,all,470,77.0,870.0
Algeria,DZ,DZA,12,2018,inc,num,55-64,f,all,860,140.0,1600.0
Algeria,DZ,DZA,12,2018,inc,num,55-64,m,all,1400,220.0,2500.0
Algeria,DZ,DZA,12,2018,inc,num,65plus,f,all,1800,290.0,3300.0
Algeria,DZ,DZA,12,2018,inc,num,65plus,m,all,1500,250.0,2800.0
Algeria,DZ,DZA,12,2018,inc,num,all,a,all,29000,22000.0,37000.0
Algeria,DZ,DZA,12,2018,inc,num,all,a,hiv,250,120.0,430.0
Algeria,DZ,DZA,12,2018,inc,num,all,a,und,2700,2100.0,3500.0
Algeria,DZ,DZA,12,2018,inc,num,all,f,all,12000,7800.0,16000.0
Algeria,DZ,DZA,12,2018,inc,num,all,m,all,17000,11000.0,23000.0
American Samoa,AS,ASM,16,2018,inc,num,0-14,a,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,0-14,f,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,0-14,m,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,0-4,f,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,0-4,m,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,15-24,f,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,15-24,m,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,15plus,a,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,15plus,f,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,15plus,m,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,25-34,f,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,25-34,m,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,35-44,f,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,35-44,m,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,45-54,f,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,45-54,m,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,5-14,f,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,5-14,m,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,55-64,f,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,55-64,m,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,65plus,f,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,65plus,m,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,all,a,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,all,f,all,0,0.0,0.0
American Samoa,AS,ASM,16,2018,inc,num,all,m,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,0-14,a,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,0-14,f,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,0-14,m,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,0-4,f,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,0-4,m,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,15-24,f,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,15-24,m,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,15plus,a,all,2,2.0,3.0
Andorra,AD,AND,20,2018,inc,num,15plus,a,alc,0,0.0,1.0
Andorra,AD,AND,20,2018,inc,num,15plus,a,dia,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,15plus,a,smk,0,0.0,1.0
Andorra,AD,AND,20,2018,inc,num,15plus,f,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,15plus,m,all,2,2.0,3.0
Andorra,AD,AND,20,2018,inc,num,15plus,m,alc,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,15plus,m,dia,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,15plus,m,smk,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,25-34,f,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,25-34,m,all,2,2.0,3.0
Andorra,AD,AND,20,2018,inc,num,35-44,f,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,35-44,m,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,45-54,f,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,45-54,m,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,5-14,f,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,5-14,m,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,55-64,f,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,55-64,m,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,65plus,f,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,65plus,m,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,all,a,all,2,2.0,3.0
Andorra,AD,AND,20,2018,inc,num,all,f,all,0,0.0,0.0
Andorra,AD,AND,20,2018,inc,num,all,m,all,2,2.0,3.0
Angola,AO,AGO,24,2018,inc,num,0-14,a,all,18000,9600.0,26000.0
Angola,AO,AGO,24,2018,inc,num,0-14,f,all,8400,3100.0,14000.0
Angola,AO,AGO,24,2018,inc,num,0-14,m,all,9300,3500.0,15000.0
Angola,AO,AGO,24,2018,inc,num,0-4,f,all,4500,0.0,11000.0
Angola,AO,AGO,24,2018,inc,num,0-4,m,all,5500,0.0,13000.0
Angola,AO,AGO,24,2018,inc,num,15-24,f,all,7500,0.0,18000.0
Angola,AO,AGO,24,2018,inc,num,15-24,m,all,12000,0.0,30000.0
Angola,AO,AGO,24,2018,inc,num,15plus,a,all,92000,50000.0,133000.0
Angola,AO,AGO,24,2018,inc,num,15plus,a,alc,12000,5.0,66000.0
Angola,AO,AGO,24,2018,inc,num,15plus,a,dia,3700,40.0,15000.0
Angola,AO,AGO,24,2018,inc,num,15plus,f,alc,1300,70.0,4300.0
Angola,AO,AGO,24,2018,inc,num,15plus,f,dia,1400,140.0,4100.0
Angola,AO,AGO,24,2018,inc,num,15plus,f,all,34000,13000.0,56000.0
Angola,AO,AGO,24,2018,inc,num,15plus,m,all,57000,21000.0,93000.0
Angola,AO,AGO,24,2018,inc,num,15plus,m,alc,11000,800.0,35000.0
Angola,AO,AGO,24,2018,inc,num,15plus,m,dia,2300,210.0,6900.0
Angola,AO,AGO,24,2018,inc,num,25-34,f,all,8000,0.0,19000.0
Angola,AO,AGO,24,2018,inc,num,25-34,m,all,14000,0.0,33000.0
Angola,AO,AGO,24,2018,inc,num,35-44,f,all,7800,0.0,19000.0
Angola,AO,AGO,24,2018,inc,num,35-44,m,all,13000,0.0,32000.0
Angola,AO,AGO,24,2018,inc,num,45-54,f,all,4900,0.0,12000.0
Angola,AO,AGO,24,2018,inc,num,45-54,m,all,8400,0.0,20000.0
Angola,AO,AGO,24,2018,inc,num,5-14,f,all,3900,0.0,9300.0
Angola,AO,AGO,24,2018,inc,num,5-14,m,all,3800,0.0,9100.0
Angola,AO,AGO,24,2018,inc,num,55-64,f,all,3400,0.0,8100.0
Angola,AO,AGO,24,2018,inc,num,55-64,m,all,5800,0.0,14000.0
Angola,AO,AGO,24,2018,inc,num,65plus,f,all,2700,0.0,6300.0
Angola,AO,AGO,24,2018,inc,num,65plus,m,all,3800,0.0,9200.0
Angola,AO,AGO,24,2018,inc,num,all,a,all,109000,67000.0,152000.0
Angola,AO,AGO,24,2018,inc,num,all,a,hiv,9800,4100.0,18000.0
Angola,AO,AGO,24,2018,inc,num,all,a,und,38000,24000.0,54000.0
Angola,AO,AGO,24,2018,inc,num,all,f,all,43000,20000.0,66000.0
Angola,AO,AGO,24,2018,inc,num,all,m,all,67000,31000.0,103000.0
Anguilla,AI,AIA,660,2018,inc,num,0-14,a,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,0-14,f,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,0-14,m,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,0-4,f,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,0-4,m,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,15-24,f,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,15-24,m,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,15plus,a,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,15plus,f,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,15plus,m,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,25-34,f,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,25-34,m,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,35-44,f,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,35-44,m,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,45-54,f,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,45-54,m,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,5-14,f,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,5-14,m,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,55-64,f,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,55-64,m,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,65plus,f,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,65plus,m,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,all,a,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,all,f,all,0,0.0,0.0
Anguilla,AI,AIA,660,2018,inc,num,all,m,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,0-14,a,all,1,1.0,1.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,0-14,f,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,0-14,m,all,1,1.0,1.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,0-4,f,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,0-4,m,all,1,1.0,1.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,15-24,f,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,15-24,m,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,15plus,a,all,5,4.0,5.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,15plus,a,alc,0,0.0,1.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,15plus,a,dia,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,15plus,f,alc,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,15plus,f,dia,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,15plus,f,all,2,2.0,3.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,15plus,m,all,2,2.0,3.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,15plus,m,alc,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,15plus,m,dia,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,25-34,f,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,25-34,m,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,35-44,f,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,35-44,m,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,45-54,f,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,45-54,m,all,1,1.0,1.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,5-14,f,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,5-14,m,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,55-64,f,all,2,2.0,3.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,55-64,m,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,65plus,f,all,0,0.0,0.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,65plus,m,all,1,1.0,1.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,all,a,all,6,5.0,7.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,all,f,all,2,2.0,3.0
Antigua and Barbuda,AG,ATG,28,2018,inc,num,all,m,all,3,3.0,4.0
Argentina,AR,ARG,32,2018,inc,num,0-14,a,all,1100,930.0,1300.0
Argentina,AR,ARG,32,2018,inc,num,0-14,f,all,540,420.0,670.0
Argentina,AR,ARG,32,2018,inc,num,0-14,m,all,570,440.0,700.0
Argentina,AR,ARG,32,2018,inc,num,0-4,f,all,210,96.0,310.0
Argentina,AR,ARG,32,2018,inc,num,0-4,m,all,250,120.0,390.0
Argentina,AR,ARG,32,2018,inc,num,15-24,f,all,1200,570.0,1900.0
Argentina,AR,ARG,32,2018,inc,num,15-24,m,all,1500,690.0,2200.0
Argentina,AR,ARG,32,2018,inc,num,15plus,a,all,11000,9000.0,13000.0
Argentina,AR,ARG,32,2018,inc,num,15plus,a,alc,1500,210.0,4100.0
Argentina,AR,ARG,32,2018,inc,num,15plus,a,dia,500,140.0,1100.0
Argentina,AR,ARG,32,2018,inc,num,15plus,a,smk,1200,97.0,3700.0
Argentina,AR,ARG,32,2018,inc,num,15plus,f,alc,290,96.0,590.0
Argentina,AR,ARG,32,2018,inc,num,15plus,f,dia,210,93.0,380.0
Argentina,AR,ARG,32,2018,inc,num,15plus,f,all,4500,3500.0,5600.0
Argentina,AR,ARG,32,2018,inc,num,15plus,f,smk,380,92.0,850.0
Argentina,AR,ARG,32,2018,inc,num,15plus,m,alc,1200,470.0,2400.0
Argentina,AR,ARG,32,2018,inc,num,15plus,m,dia,290,130.0,520.0
Argentina,AR,ARG,32,2018,inc,num,15plus,m,smk,830,220.0,1900.0
Argentina,AR,ARG,32,2018,inc,num,15plus,m,all,6200,4800.0,7600.0
Argentina,AR,ARG,32,2018,inc,num,25-34,f,all,1100,510.0,1700.0
Argentina,AR,ARG,32,2018,inc,num,25-34,m,all,1400,660.0,2100.0
Argentina,AR,ARG,32,2018,inc,num,35-44,f,all,770,360.0,1200.0
Argentina,AR,ARG,32,2018,inc,num,35-44,m,all,1000,490.0,1600.0
Argentina,AR,ARG,32,2018,inc,num,45-54,f,all,530,250.0,820.0
Argentina,AR,ARG,32,2018,inc,num,45-54,m,all,860,410.0,1300.0
Argentina,AR,ARG,32,2018,inc,num,5-14,f,all,340,160.0,520.0
Argentina,AR,ARG,32,2018,inc,num,5-14,m,all,320,150.0,490.0
Argentina,AR,ARG,32,2018,inc,num,55-64,f,all,430,200.0,660.0
Argentina,AR,ARG,32,2018,inc,num,55-64,m,all,770,360.0,1200.0
Argentina,AR,ARG,32,2018,inc,num,65plus,f,all,490,230.0,750.0
Argentina,AR,ARG,32,2018,inc,num,65plus,m,all,680,320.0,1000.0
Argentina,AR,ARG,32,2018,inc,num,all,a,all,12000,10000.0,14000.0
Argentina,AR,ARG,32,2018,inc,num,all,a,hiv,800,430.0,1300.0
Argentina,AR,ARG,32,2018,inc,num,all,a,und,920,780.0,1100.0
Argentina,AR,ARG,32,2018,inc,num,all,f,all,5100,4000.0,6100.0
Argentina,AR,ARG,32,2018,inc,num,all,m,all,6800,5400.0,8200.0
Armenia,AM,ARM,51,2018,inc,num,0-14,a,all,46,34.0,58.0
Armenia,AM,ARM,51,2018,inc,num,0-14,f,all,18,12.0,23.0
Armenia,AM,ARM,51,2018,inc,num,0-14,m,all,29,19.0,38.0
Armenia,AM,ARM,51,2018,inc,num,0-4,f,all,6,2.0,11.0
Armenia,AM,ARM,51,2018,inc,num,0-4,m,all,13,3.0,22.0
Armenia,AM,ARM,51,2018,inc,num,15-24,f,all,13,3.0,22.0
Armenia,AM,ARM,51,2018,inc,num,15-24,m,all,99,24.0,170.0
Armenia,AM,ARM,51,2018,inc,num,15plus,a,all,870,640.0,1100.0
Armenia,AM,ARM,51,2018,inc,num,15plus,a,alc,130,8.0,430.0
Armenia,AM,ARM,51,2018,inc,num,15plus,a,dia,45,7.0,120.0
Armenia,AM,ARM,51,2018,inc,num,15plus,a,smk,150,3.0,570.0
Armenia,AM,ARM,51,2018,inc,num,15plus,f,alc,9,3.0,18.0
Armenia,AM,ARM,51,2018,inc,num,15plus,f,dia,9,4.0,17.0
Armenia,AM,ARM,51,2018,inc,num,15plus,f,smk,1,0.0,3.0
Armenia,AM,ARM,51,2018,inc,num,15plus,f,all,190,130.0,250.0
Armenia,AM,ARM,51,2018,inc,num,15plus,m,all,680,460.0,900.0
Armenia,AM,ARM,51,2018,inc,num,15plus,m,alc,120,44.0,250.0
Armenia,AM,ARM,51,2018,inc,num,15plus,m,dia,35,14.0,65.0
Armenia,AM,ARM,51,2018,inc,num,15plus,m,smk,150,43.0,320.0
Armenia,AM,ARM,51,2018,inc,num,25-34,f,all,38,9.0,66.0
Armenia,AM,ARM,51,2018,inc,num,25-34,m,all,94,23.0,160.0
Armenia,AM,ARM,51,2018,inc,num,35-44,f,all,43,10.0,75.0
Armenia,AM,ARM,51,2018,inc,num,35-44,m,all,120,28.0,200.0
Armenia,AM,ARM,51,2018,inc,num,45-54,f,all,26,6.0,46.0
Armenia,AM,ARM,51,2018,inc,num,45-54,m,all,110,27.0,190.0
Armenia,AM,ARM,51,2018,inc,num,5-14,f,all,11,3.0,20.0
Armenia,AM,ARM,51,2018,inc,num,5-14,m,all,16,4.0,29.0
Armenia,AM,ARM,51,2018,inc,num,55-64,f,all,43,10.0,75.0
Armenia,AM,ARM,51,2018,inc,num,55-64,m,all,190,45.0,330.0
Armenia,AM,ARM,51,2018,inc,num,65plus,f,all,31,8.0,55.0
Armenia,AM,ARM,51,2018,inc,num,65plus,m,all,75,18.0,130.0
Armenia,AM,ARM,51,2018,inc,num,all,a,all,920,690.0,1100.0
Armenia,AM,ARM,51,2018,inc,num,all,a,hiv,95,52.0,150.0
Armenia,AM,ARM,51,2018,inc,num,all,a,und,79,60.0,100.0
Armenia,AM,ARM,51,2018,inc,num,all,f,all,210,140.0,280.0
Armenia,AM,ARM,51,2018,inc,num,all,m,all,710,490.0,930.0
Aruba,AW,ABW,533,2018,inc,num,0-14,a,all,0,0.0,0.0
Aruba,AW,ABW,533,2018,inc,num,0-14,f,all,0,0.0,0.0
Aruba,AW,ABW,533,2018,inc,num,0-14,m,all,0,0.0,0.0
Aruba,AW,ABW,533,2018,inc,num,0-4,f,all,0,0.0,0.0
Aruba,AW,ABW,533,2018,inc,num,0-4,m,all,0,0.0,0.0
Aruba,AW,ABW,533,2018,inc,num,15-24,f,all,0,0.0,0.0
Aruba,AW,ABW,533,2018,inc,num,15-24,m,all,0,0.0,0.0
Aruba,AW,ABW,533,2018,inc,num,15plus,a,all,6,5.0,7.0
Aruba,AW,ABW,533,2018,inc,num,15plus,f,all,1,1.0,1.0
Aruba,AW,ABW,533,2018,inc,num,15plus,m,all,5,4.0,5.0
Aruba,AW,ABW,533,2018,inc,num,25-34,f,all,0,0.0,0.0
Aruba,AW,ABW,533,2018,inc,num,25-34,m,all,0,0.0,0.0
Aruba,AW,ABW,533,2018,inc,num,35-44,f,all,0,0.0,0.0
Aruba,AW,ABW,533,2018,inc,num,35-44,m,all,0,0.0,0.0
Aruba,AW,ABW,533,2018,inc,num,45-54,f,all,0,0.0,0.0
